Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Has_Dependents,Total_Trans_Amt_log,Total_Revolving_Bal_log,Avg_Open_To_Buy_log,Credit_Limit_log,Total_Amt_Chng_Q4_Q1_log,Total_Ct_Chng_Q4_Q1_log,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Tenure_bin_3–4 years,Tenure_bin_4–5 years,Tenure_bin_<2 years,Age_bin_30–39,Age_bin_40–49,Age_bin_50–59,Age_bin_60+
39,4,36,5,3,4,1623.0,729,894.0,0.886,4423,65,0.806,0.449,1,8.39479954320217,6.593044534142437,6.796823718274855,7.392647520721623,0.6344581842112658,0.5911144549947938,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
40,1,30,6,2,1,2579.0,1959,620.0,0.618,4300,69,0.683,0.76,1,8.366602832783736,7.580699752224563,6.431331081933479,7.855544677915663,0.4811908186362999,0.520577915208669,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
41,4,34,5,2,4,5045.0,2080,2965.0,0.738,2042,40,0.481,0.412,1,7.622174594817622,7.640603826393634,7.994969522697877,8.526351129201004,0.5527350268432003,0.3927175352856617,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
35,0,36,4,3,4,2089.0,0,2089.0,0.871,2707,51,0.5,0.0,0,7.903965634032166,0.0,7.644919344958857,7.644919344958857,0.6264730472919525,0.4054651081081644,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
48,5,43,4,1,3,2866.0,921,1945.0,0.654,4615,72,0.6,0.321,1,8.437283808187935,6.826545223556594,7.57353126274595,7.96102146588337,0.5031965966014996,0.4700036292457355,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
49,4,38,6,6,3,9738.0,1835,7903.0,0.763,4816,49,0.885,0.188,1,8.479906606630221,7.515344571180436,8.975124239427704,9.1838937219612,0.5670169034157332,0.6339278208999741,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
55,2,36,5,1,1,4370.0,0,4370.0,0.791,4326,74,0.721,0.0,1,8.372629740224884,0.0,8.382747094863314,8.382747094863314,0.5827741230785748,0.5429055172294024,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
58,3,36,6,2,3,3355.0,1878,1477.0,0.725,4578,84,0.953,0.56,1,8.429235912657095,7.538494999413465,7.298445101508147,8.118505067587098,0.5452270504833231,0.6693666518945418,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
43,2,38,4,2,2,5070.0,0,5070.0,0.67,4193,67,0.811,0.0,1,8.341410211461865,0.0,8.531293315795018,8.531293315795018,0.5128236264286637,0.5938791789012764,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
35,2,36,4,2,0,2572.0,1161,1411.0,0.569,4315,85,0.518,0.451,1,8.370084326378025,7.057897937411856,7.252762418053187,7.8528278122817445,0.4504384737508955,0.4173936789734382,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
40,3,31,4,2,3,2016.0,978,1038.0,0.736,4379,78,0.95,0.485,1,8.384804003370492,6.88653164253051,6.946013991099227,7.6093665379542115,0.5515836162381584,0.6678293725756554,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
55,1,36,4,2,2,3552.0,2517,1035.0,0.865,2665,36,0.333,0.709,1,7.888334500738654,7.831220214604293,6.943122422819428,8.175547596021026,0.6232610530957788,0.2874320411965716,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
43,3,36,6,3,3,2325.0,238,2087.0,0.64,2306,47,0.621,0.102,1,7.7437032581737535,5.476463551931511,7.643961949002529,7.75190533307861,0.49469624183610705,0.48304324275353905,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
46,4,37,3,1,4,2533.0,2136,397.0,0.757,3197,50,1.174,0.843,1,8.0702808933939,7.667158255319148,5.986452005284438,7.837554360881084,0.5636078092049601,0.7765687886990177,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
48,3,36,5,3,2,3871.0,2055,1816.0,0.824,5480,58,0.933,0.531,1,8.609042845046117,7.628517626575055,7.504942068396171,8.261526448396468,0.6010318916521397,0.6590732002261939,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
32,0,20,5,1,5,3983.0,431,3552.0,0.887,3098,46,0.438,0.108,0,8.038834757787749,6.068425588244111,8.175547596021026,8.290041618704489,0.6349882663864131,0.36325325929885494,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
61,0,36,6,2,3,2035.0,1883,152.0,0.955,4802,85,0.604,0.925,0,8.476996001664824,7.5411524551363085,5.030437921392435,7.618742377670413,0.6703901934373291,0.47250050944432276,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
53,1,39,4,3,4,1773.0,1539,234.0,0.893,4087,74,0.762,0.868,1,8.31581113188354,7.3395376954076745,5.459585514144159,7.480992162869525,0.6381628722271858,0.5664495275139878,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
42,3,28,6,2,4,2029.0,1377,652.0,0.838,4014,86,0.686,0.679,1,8.297792626380861,7.228388451573604,6.481577129276431,7.615791072035833,0.6086780239334952,0.5223588595796638,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
45,2,33,6,3,2,15490.0,0,15490.0,0.742,2429,50,0.471,0.0,1,7.795646536334594,0.0,9.648014489106362,9.648014489106362,0.555033878430311,0.38594244161930047,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
56,2,48,6,2,2,2941.0,1619,1322.0,0.9,5000,87,0.673,0.55,1,8.517393171418904,7.3901814282264295,7.187657164114956,7.9868449011613825,0.6418538861723948,0.514618422004687,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
42,4,32,3,1,2,2314.0,1547,767.0,0.804,4678,74,1.0,0.669,1,8.450839690866216,7.344719054149673,6.643789733147672,7.747164966520335,0.5900064216404319,0.6931471805599453,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
40,4,24,5,2,1,4212.0,2517,1695.0,0.718,2725,41,0.519,0.598,1,7.9105906122564775,7.831220214604293,7.4360278163518485,8.345930261979017,0.5411608235620636,0.4180522236136358,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
57,2,36,6,3,3,6248.0,1493,4755.0,0.597,4664,60,0.579,0.239,1,8.447843113281444,7.309212365692763,8.467162257810672,8.740176729929082,0.4681268692328754,0.45679173527350503,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
40,2,35,3,1,1,2430.0,974,1456.0,0.677,4344,75,0.596,0.401,1,8.376781037699493,6.882437470997847,7.284134806195205,7.796057974316123,0.5170064828410719,0.46750049902761703,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
48,4,38,5,2,3,5543.0,1372,4171.0,0.744,5266,79,0.795,0.248,1,8.569216219483389,7.224753405767971,8.336150816120663,8.620471540869739,0.5561813254867879,0.5850050219402422,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
42,3,37,4,3,2,2470.0,2013,457.0,0.97,4384,82,1.0,0.815,1,8.385944904806284,7.607878073278507,6.126869184114185,7.81237820598861,0.6780335427498971,0.6931471805599453,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
49,4,39,5,3,1,3255.0,603,2652.0,0.617,4045,62,0.824,0.185,1,8.305484017727691,6.403574197934815,7.88344635413774,8.08825472712243,0.48057258059496977,0.6010318916521397,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
44,4,31,4,3,5,1691.0,1327,364.0,0.774,2345,33,0.435,0.785,1,7.76046702921342,7.191429330036379,5.8998973535824915,7.433666540166168,0.5732368838873878,0.3611648492115844,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
43,4,28,3,2,4,18229.0,0,18229.0,0.544,2060,39,0.625,0.0,1,7.630946580890459,0.0,9.810823867672708,9.810823867672708,0.4343764516025845,0.4855078157817008,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
48,3,40,3,4,4,2827.0,1182,1645.0,0.902,4583,72,1.0,0.418,1,8.430327258394575,7.075808863978387,7.406103381237015,7.947325027016463,0.6429059641231986,0.6931471805599453,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
43,2,30,4,2,4,2351.0,2127,224.0,0.703,4278,71,0.821,0.905,1,8.361474616416817,7.662937850461535,5.41610040220442,7.763021309018518,0.5323914016805512,0.5993858007454709,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
45,2,36,6,1,3,4202.0,2201,2001.0,0.714,4385,78,0.66,0.524,1,8.386172928977834,7.697121317282625,7.601901959875166,8.343553835005117,0.538829820175588,0.5068176023684519,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
40,1,36,6,3,2,4712.0,0,4712.0,0.84,4216,82,0.64,0.0,1,8.34687925374656,0.0,8.45807992692373,8.45807992692373,0.6097655716208943,0.49469624183610705,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
53,3,36,4,3,1,2611.0,787,1824.0,0.298,2955,56,0.6,0.301,1,7.991592282068092,6.669498089857879,7.509335266016592,7.867871490396322,0.26082461828189824,0.4700036292457355,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
38,2,28,6,2,1,3206.0,2459,747.0,0.696,3852,65,0.625,0.767,1,8.256607344626158,7.807916628926408,6.617402977974478,8.073091199693154,0.5282725373697112,0.4855078157817008,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
39,2,36,4,2,3,5245.0,802,4443.0,0.504,3648,74,0.574,0.153,1,8.202208436436448,6.688354713946762,8.39931015075952,8.56522116042682,0.4081282255276481,0.45362014999521144,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
39,3,27,6,2,1,2583.0,0,2583.0,0.781,4162,87,0.812,0.0,1,8.333991247194975,0.0,7.857093864902493,7.857093864902493,0.5771750043075247,0.5944312076207876,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
59,0,55,4,3,3,1438.3,755,683.3,0.62,4222,75,0.744,0.525,0,8.348301054933943,6.628041376179533,6.528396417958452,7.271912163268625,0.4824261492442927,0.5561813254867879,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
40,3,36,4,2,4,7464.0,2517,4947.0,0.9,4348,62,0.879,0.337,1,8.37770121259764,7.831220214604293,8.506738733512378,8.91798070997329,0.6418538861723948,0.6307397204313283,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
54,3,36,6,1,2,4928.0,1805,3123.0,0.641,4767,90,0.698,0.366,1,8.469682208745185,7.498869733976931,8.046869510959576,8.502891406705377,0.4953058121079539,0.5294510878891555,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
46,3,34,4,2,4,9863.0,686,9177.0,0.581,3068,58,0.933,0.07,1,8.029107054619736,6.532334292222349,9.124564594954778,9.19664704484418,0.45805755822733496,0.6590732002261939,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
44,3,39,6,1,3,5024.0,2209,2815.0,0.66,4908,73,0.659,0.44,1,8.498825534058053,7.700747794511798,7.943072717277933,8.522180732927277,0.5068176023684519,0.5062150112083075,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
44,3,38,4,1,3,1438.3,0,1438.3,0.801,4287,80,0.667,0.0,1,8.363575702750637,0.0,7.271912163268625,7.271912163268625,0.588342066193819,0.511025603768657,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
44,4,36,6,3,3,1452.0,0,1452.0,0.553,2287,42,0.5,0.0,1,7.7354333524996886,0.0,7.2813856635702825,7.2813856635702825,0.44018854416655007,0.4054651081081644,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
50,5,34,5,5,2,3317.0,1041,2276.0,0.923,4264,75,1.027,0.314,1,8.35819745992578,6.948897222313312,7.7306140660637395,8.10711747075039,0.6538864666066427,0.7065568674698629,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
39,2,27,1,3,3,1438.3,811,627.3,0.571,2336,46,0.278,0.564,1,7.756623334538858,6.699500340161678,6.443017759408901,7.271912163268625,0.4517123592734841,0.24529635595534308,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
37,2,22,4,2,4,2448.0,1740,708.0,0.901,4087,81,0.841,0.711,1,8.31581113188354,7.462214939768189,6.5638555265321274,7.803435056952168,0.6423800635062922,0.6103089022509408,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
49,3,44,4,2,4,1546.0,0,1546.0,0.793,4496,83,0.66,0.0,1,8.411165786770708,0.0,7.344072850573066,7.344072850573066,0.5838901946229959,0.5068176023684519,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
36,3,22,1,3,1,2013.0,0,2013.0,0.602,2425,50,0.923,0.0,1,7.793999089503996,0.0,7.607878073278507,7.607878073278507,0.47125284864616745,0.6538864666066427,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
53,3,42,6,1,2,2293.0,1460,833.0,0.658,4436,74,0.542,0.637,1,8.39773375137891,7.2868764117507,6.726233402358747,7.738052297689316,0.5056120567131033,0.4330802751411378,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
52,3,40,3,1,1,1438.3,512,926.3,0.776,4791,82,0.708,0.356,1,8.474703139795285,6.240275845170769,6.83227713780618,7.271912163268625,0.5743636445699783,0.5353230953663781,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
53,3,36,3,3,3,2819.0,0,2819.0,0.4,2128,39,0.444,0.0,1,7.663407664893479,0.0,7.944492163932159,7.944492163932159,0.33647223662121295,0.3674170404706345,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
37,4,31,6,3,0,1702.0,1018,684.0,0.645,4301,86,0.72,0.598,1,8.366835309827675,6.926577033222725,6.529418838262226,7.440146680662688,0.49774038421733524,0.5423242908253617,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
52,1,45,5,1,1,1611.0,938,673.0,0.601,4087,86,0.911,0.582,1,8.31581113188354,6.844815479208263,6.513230110912307,7.385230923066573,0.4706284340145776,0.647626665258136,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
49,2,35,4,1,1,1438.3,0,1438.3,0.618,4348,79,0.646,0.0,1,8.37770121259764,0.0,7.271912163268625,7.271912163268625,0.4811908186362999,0.4983481022548781,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
39,4,29,5,3,0,2863.0,1940,923.0,0.823,4985,90,0.636,0.678,1,8.514389264083503,7.57095858316901,6.828712071641684,7.9599745280805365,0.6004834956965259,0.4922542381805553,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
39,1,36,4,1,4,3272.0,2323,949.0,1.123,4763,86,0.593,0.71,1,8.46884293047519,7.751045117971802,6.856461984594587,8.09346227450118,0.752830182721119,0.46561903092791146,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
42,2,36,6,1,4,2677.0,2517,160.0,0.609,3911,76,0.81,0.94,1,8.271804031154709,7.831220214604293,5.081404364984463,7.8928255262511176,0.47561286801024616,0.5933268452777344,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
40,2,26,3,2,1,2708.0,0,2708.0,0.572,4277,90,0.636,0.0,1,8.361240889642351,0.0,7.904334842085095,7.904334842085095,0.4523486940070148,0.4922542381805553,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
41,3,31,4,2,1,1738.0,0,1738.0,0.654,4220,68,0.889,0.0,1,8.347827345782498,0.0,7.461065514354283,7.461065514354283,0.5031965966014996,0.6360475885193725,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
46,2,35,6,2,1,6145.0,1349,4796.0,0.971,4893,93,0.824,0.22,1,8.495765244002618,7.2078598714324755,8.475746001502063,8.72355674269043,0.6785410281705831,0.6010318916521397,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
45,2,36,4,1,3,1640.0,999,641.0,0.811,4597,77,0.878,0.609,1,8.433376705323127,6.907755278982137,6.464588303689961,7.403061091090091,0.5938791789012764,0.6302073807860712,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
38,3,21,5,1,3,2348.0,1028,1320.0,0.469,5125,71,0.578,0.438,1,8.542080906924017,6.9363427358340495,7.186144304522325,7.761744984658913,0.38458189719174024,0.4561582224236825,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
53,3,48,5,1,2,1657.0,0,1657.0,0.664,4068,73,0.622,0.0,1,8.31115254800169,0.0,7.4133673356952405,7.4133673356952405,0.5092243423990168,0.4836599556932212,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
37,3,30,5,3,3,4554.0,780,3774.0,0.658,4816,81,0.588,0.171,1,8.479906606630221,6.660575149839686,8.236155661683124,8.423980809694058,0.5056120567131033,0.46247536282494395,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
52,3,47,5,6,3,5119.0,1972,3147.0,0.835,5146,88,0.956,0.385,1,8.546169299652755,7.587310506022615,8.054522609537294,8.540909718033554,0.6070444815065336,0.6709015716126255,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
39,2,35,6,2,2,10600.0,598,10002.0,0.843,4586,81,0.929,0.056,1,8.430981494597171,6.395261598115449,9.21064032698518,9.268703615273097,0.6113946786876863,0.6570017339235921,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
49,3,39,2,3,4,20769.0,901,19868.0,0.371,1835,43,0.72,0.043,1,7.515344571180436,6.804614520062624,9.89691600715309,9.941264916870159,0.31554040058017735,0.5423242908253617,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
50,1,23,5,2,1,7116.0,981,6135.0,0.858,4748,85,0.735,0.138,1,8.465689348549121,6.889591308354466,8.721928343047091,8.87024156729927,0.6195006403916468,0.5510074133988225,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
51,3,45,4,3,4,2420.0,2379,41.0,0.741,4348,86,0.955,0.983,1,8.37770121259764,7.77485576666552,3.7376696182833684,7.791935956938058,0.554459660786052,0.6703901934373291,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
54,1,43,5,2,4,2082.0,805,1277.0,1.049,4383,75,0.875,0.387,1,8.385716828627851,6.692083742506628,7.15305163493748,7.641564441260972,0.7173518692567626,0.6286086594223741,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
44,4,34,5,2,2,2718.0,1718,1000.0,0.679,4423,68,0.619,0.632,1,8.39479954320217,7.449498005382849,6.90875477931522,7.908019444632471,0.5181983780954038,0.4818086746954981,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
50,2,46,6,2,4,5626.0,778,4848.0,1.009,4957,84,1.049,0.138,1,8.508757712595136,6.658011045870748,8.486527777105353,8.635331719433278,0.6976370858327973,0.7173518692567626,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
49,5,40,6,4,2,2920.0,0,2920.0,0.516,2306,39,0.625,0.0,1,7.7437032581737535,0.0,7.979681302387741,7.979681302387741,0.41607528722017995,0.4855078157817008,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
59,0,46,5,4,2,6526.0,489,6037.0,0.678,2331,45,0.452,0.075,0,7.754481547470383,6.194405391104672,8.705828110266784,8.783702698635217,0.5176026080450145,0.3729419164026044,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
37,1,27,4,2,2,1793.0,792,1001.0,0.723,2374,40,0.429,0.442,1,7.772752716468742,6.675823221634848,6.90975328164481,7.492203042618741,0.5440669575457926,0.3569748989477303,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
47,3,36,4,1,4,2798.0,1963,835.0,0.805,4255,64,0.561,0.702,1,8.35608503102148,7.582738488914411,6.728628613084702,7.937017489515454,0.5905605917848443,0.44532664153329504,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
52,2,32,6,3,4,2427.0,1581,846.0,0.694,3857,69,0.816,0.651,1,8.257904193465674,7.366445148327599,6.741700694652055,7.794823152179389,0.5270925962298626,0.5966362801791015,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
55,2,48,4,1,1,3011.0,2138,873.0,0.565,4439,75,0.875,0.71,1,8.39840965542627,7.668093709082406,6.773080375655535,8.010359588919783,0.4478858239921165,0.6286086594223741,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
41,3,35,6,2,4,2255.0,1769,486.0,0.767,4717,83,0.804,0.784,1,8.45914025996762,7.478734825567875,6.18826412308259,7.721348612617949,0.5692831933375594,0.5900064216404319,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
40,2,30,6,3,4,6479.0,0,6479.0,0.946,2539,42,0.5,0.0,1,7.8399193600125825,0.0,8.776475789346321,8.776475789346321,0.6657759837638133,0.4054651081081644,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
41,4,37,5,1,4,7492.0,1399,6093.0,0.533,3668,67,0.675,0.187,1,8.207674424355282,7.24422751560335,8.715059959545654,8.92172453036431,0.4272265998896771,0.5158131652770298,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
48,2,41,6,1,3,3632.0,1294,2338.0,0.924,4339,86,0.686,0.356,1,8.375629627094451,7.166265974133638,7.757478766584179,8.197814032221203,0.6544063522435147,0.5223588595796638,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
38,2,28,5,1,3,1744.0,0,1744.0,0.702,4811,86,0.686,0.0,1,8.47886807709457,0.0,7.4645098346365275,7.4645098346365275,0.5318040301511824,0.5223588595796638,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
52,2,36,5,3,1,5905.0,2248,3657.0,0.728,4042,80,0.86,0.381,1,8.304742269640771,7.718240951959316,8.204671828950811,8.683724062303869,0.5469646703818639,0.6205764877251099,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
37,2,24,4,1,4,2573.0,1280,1293.0,0.718,4289,81,0.841,0.497,1,8.364042011922063,7.155396301896734,7.165493475060845,7.853216388156072,0.5411608235620636,0.6103089022509408,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
45,0,37,4,3,2,9654.0,2035,7619.0,0.648,4221,67,0.634,0.211,0,8.348064228408266,7.618742377670413,8.938531648680692,9.175231194862615,0.49956243148727997,0.4910309964378111,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
41,4,24,4,2,2,1605.0,0,1605.0,0.637,4418,68,0.659,0.0,1,8.39366870513074,0.0,7.381501894506707,7.381501894506707,0.49286529838899784,0.5062150112083075,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
49,4,37,1,2,2,10195.0,2389,7806.0,0.427,1563,36,0.44,0.234,1,7.355001921105257,7.779048644925556,8.962776046120291,9.229750765496005,0.3555743384946994,0.36464311358790924,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
49,3,36,5,3,1,34516.0,1255,33261.0,0.731,3847,73,0.698,0.036,1,8.255308811785596,7.135687347028144,10.412170883230086,10.44920723527944,0.5486992761940722,0.5294510878891555,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
43,4,34,5,3,3,10573.0,0,10573.0,0.794,2237,43,0.387,0.0,1,7.71333788887187,0.0,9.266153436795395,9.266153436795395,0.5844477636366044,0.32714314133269456,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
47,2,40,4,3,3,1789.0,1088,701.0,0.683,4191,90,0.525,0.608,1,8.340933226000878,6.9930151229329605,6.553933404025811,7.489970898834801,0.520577915208669,0.42199441005937494,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
26,0,36,3,3,2,7595.0,1032,6563.0,1.035,4080,72,0.8,0.136,0,8.314097335405807,6.940222469119639,8.789355452209982,8.935377071932177,0.7104958188945583,0.5877866649021191,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
